ShowNumber,AirDate,Round,Category,Value,Question,Answer
2020,5/21/1993,Double Jeopardy!,SCIENCE,"$1,000 ","From the Latin for ""body"", it's a free-moving cell such as an erythrocyte or leukocyte",a corpuscle
2020,5/21/1993,Double Jeopardy!,SCIENCE,$800 ,"In the 2nd U.S. suborbital flight, his Mercury capsule, Liberty Bell 7, sank in the Atlantic upon splashdown",Gus Grissom
2020,5/21/1993,Double Jeopardy!,SCIENCE,"$1,000 ",2 isotopes of the same element differ in the number of these subatomic particles,neutrons
1985,4/2/1993,Double Jeopardy!,SCIENCE,$200 ,"Measured in ohms, it's the R in Ohm's law, V=IR",resistance
1985,4/2/1993,Double Jeopardy!,SCIENCE,$400 ,"Next in the sequence: pentagon, hexagon, heptagon...",octogon
1985,4/2/1993,Double Jeopardy!,SCIENCE,$600 ,"In the time it takes this largest planet to go once around the Sun, Earth has gone around 12 times",Jupiter
1985,4/2/1993,Double Jeopardy!,SCIENCE,$800 ,"A good electrical insulator, this yellowish resin produces a charge of static electricity when rubbed",amber
1985,4/2/1993,Double Jeopardy!,SCIENCE,"$1,000 ",Isaac Newton found the strength of this depends on 2 things: mass & distance,gravity
58,11/28/1984,Double Jeopardy!,SCIENCE,$200 ,Fahrenheit equivalent to 0º Centigrade,32
58,11/28/1984,Double Jeopardy!,SCIENCE,$400 ,You might have to put F. Lee Bailey on one to admit he had a show about one,a lie detector
58,11/28/1984,Double Jeopardy!,SCIENCE,$600 ,The science which deals with the motion & behavior of bullets,ballistics
58,11/28/1984,Double Jeopardy!,SCIENCE,$800 ,"What you're ""stuck with"" boiling down collagen, softening it with hot water & letting it swell",glue
58,11/28/1984,Double Jeopardy!,SCIENCE,"$1,000 ","In 1808, this metalsmith made copper plates for a Fulton steamboat boiler",Paul Revere
4304,4/24/2003,Jeopardy!,SCIENCE,$200 ,The leatherback variety of this reptile is one of the few animals that primarily eat jellyfish,turtle/tortoise
4304,4/24/2003,Jeopardy!,SCIENCE,$400 ,"This ""prefrontal"" medical procedure involves the destruction of sections of the brain's cortex",lobotomy
4304,4/24/2003,Jeopardy!,SCIENCE,$600 ,This process of making rubber harder & more elastic by heating it with sulfur bears the name of a Roman god,vulcanization
4304,4/24/2003,Jeopardy!,SCIENCE,$800 ,"His 1543 book ""Concerning the Revolutions of the Celestial Spheres"" started an astronomical revolution",Nicholas Copernicus
4304,4/24/2003,Jeopardy!,SCIENCE,"$1,000 ",The process by which neutral atoms become electrically charged is called this,ionization
5430,3/28/2008,Jeopardy!,SCIENCE,$200 ,"(<a href=""http://www.j-archive.com/media/2008-03-28_J_21.wmv"">Kelly of the Clue Crew demonstrates with a coffee can & an inclined plane.</a>)  A ball of clay inside the can is enough to reposition the can's natural center of this, so the can rolls uphill",gravity
5430,3/28/2008,Jeopardy!,SCIENCE,$400 ,"Every second, fusion reactions in the Sun convert about 600 million tons of this element into helium",hydrogen
5430,3/28/2008,Jeopardy!,SCIENCE,$600 ,"Edward Doisy won a 1943 Nobel Prize for synthesizing this hemorrhage-inhibiting vitamin; <a href=""http://www.j-archive.com/media/2008-03-28_J_23.mp3"">isn't that ""special""?</a>",vitamin K
5430,3/28/2008,Jeopardy!,SCIENCE,$800 ,"Of the 3 basic rock types, the type that was once one form but has changed to another due to heat & pressure",metamorphic
5430,3/28/2008,Jeopardy!,SCIENCE,"$1,000 ","(<a href=""http://www.j-archive.com/media/2008-03-28_J_25a.jpg"" target=""_blank"">Jon of the Clue Crew holds a white rock at White Sands National Monument, New Mexico.</a>)  Because it's water-soluble, <a href=""http://www.j-archive.com/media/2008-03-28_J_25.jpg"" target=""_blank"">this</a> form of calcium sulfate is rarely found in sand, but here in New Mexico's Tularosa Basin, there are no rivers to carry it away, so it forms the famed white sand",gypsum
3063,12/17/1997,Double Jeopardy!,SCIENCE,$200 ,"From the surface of this innermost planet, the sun appears 2.5 times as large as it does from Earth",Mercury
3063,12/17/1997,Double Jeopardy!,SCIENCE,$400 ,"The name of this element comes from iris, ""rainbow"", & refers to its multi-hued compounds",Iridium
3063,12/17/1997,Double Jeopardy!,SCIENCE,$600 ,"In computers or audio amplifiers, it's the process in which part of the output returns to the input",Feedback
3063,12/17/1997,Double Jeopardy!,SCIENCE,$800 ,"This basic aerodynamic force acts on a wing, putting greater pressure on its lower surface than on its upper",Lift
3063,12/17/1997,Double Jeopardy!,SCIENCE,"$1,000 ","The 3 basic bacterial types are the coccus, the spirillum & this type that causes TB",Bacillus
2762,9/10/1996,Double Jeopardy!,SCIENCE,$200 ,"This form of oxygen, O3, is a major source of air pollution",ozone
2762,9/10/1996,Double Jeopardy!,SCIENCE,$400 ,In 1865 this chemist saved the French silkworm industry by eradicating pebrine disease,Pasteur
2762,9/10/1996,Double Jeopardy!,SCIENCE,$600 ,"In this ""effect"" first described in 1842, the pitch of a train whistle seems to change as it moves",the Doppler effect
2762,9/10/1996,Double Jeopardy!,SCIENCE,$800 ,"His experiments with light, including those with prisms, were published in his 1704 book ""Opticks""",Isaac Newton
2762,9/10/1996,Double Jeopardy!,SCIENCE,"$1,000 ","The Crookes tube, used to study these rays, led to the creation of the TV picture tube",cathode rays
2052,7/6/1993,Double Jeopardy!,SCIENCE,$200 ,This is the formulation of the Einstein equation,E = mc2
2052,7/6/1993,Double Jeopardy!,SCIENCE,$400 ,This is the permanent removal of unwanted hair by destroying its roots with electric current,electrolysis
2052,7/6/1993,Double Jeopardy!,SCIENCE,$600 ,This pole star is the brightest one in the constellation Ursa Minor,Polaris
2052,7/6/1993,Double Jeopardy!,SCIENCE,$800 ,This synthetic metallic element is named for scientists Marie & Pierre,curium
2052,7/6/1993,Double Jeopardy!,SCIENCE,"$1,000 ",Estimated temperatures on this planet range from 950° F. on the sunlit side to -346° on the dark side,Mercury
1851,9/28/1992,Double Jeopardy!,SCIENCE,$200 ,This is the name of our own galaxy,the Milky Way
1851,9/28/1992,Double Jeopardy!,SCIENCE,$400 ,"This element is called natrium in Latin, hence its symbol Na",sodium
1851,9/28/1992,Double Jeopardy!,SCIENCE,$600 ,Magnifications of up to one million times can be achieved with this type of microscope,an electron microscope
1851,9/28/1992,Double Jeopardy!,SCIENCE,$800 ,"This sugar, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub>, occurs in the milk of all mammals",lactose
1851,9/28/1992,Double Jeopardy!,SCIENCE,"$1,000 ",Many of the gems sold as topaz are actually the citrine variety of this stone,quartz
4696,1/24/2005,Jeopardy!,SCIENCE,$200 ,Cosmic rays were first detected by V. F. Hess during a flight by one of these,a hot air balloon
4696,1/24/2005,Jeopardy!,SCIENCE,$400 ,The crepe ring is the transparent C ring in this planet's ring system,Saturn
4696,1/24/2005,Jeopardy!,SCIENCE,$600 ,Albert Ghiorso at Lawrence Berkeley National Lab holds the record for discovering the most of these,elements
4696,1/24/2005,Jeopardy!,SCIENCE,$800 ,"In MS-DOS, the .bak file extension meant the file was this type",back-up file
4696,1/24/2005,Jeopardy!,SCIENCE,"$1,800 ",An isohel on a weather map is a line showing connecting places with an equal amount of this,sunshine
4956,3/13/2006,Jeopardy!,SCIENCE,$200 ,This medal metal is usually an alloy of tin & copper,bronze
4956,3/13/2006,Jeopardy!,SCIENCE,$400 ,"(<a href=""http://www.j-archive.com/media/2006-03-13_J_07.jpg"" target=""_blank"">Jon of the Clue Crew reports from Copenhagen, Denmark.</a>)  In 1883, Carlsberg developed <a href=""http://www.j-archive.com/media/2006-03-13_J_07a.jpg"" target=""_blank"">Saccharomyces carlsbergensis</a>, a special strain of this to ferment the sugars in beer",yeast
4956,3/13/2006,Jeopardy!,SCIENCE,"$1,000 ",In testing out gases by smelling them (not a good idea) Humphry Davy found in 1800 that this one made him feel giddy,nitrous oxide (or laughing gas)
4956,3/13/2006,Jeopardy!,SCIENCE,$800 ,"The name of this disorder in which the bones become porous comes from the Greek for ""bone"" & ""passage""",osteoporosis
4956,3/13/2006,Jeopardy!,SCIENCE,"$1,000 ","In astronomy, this unit of measure is abbreviated pc",parsec
5563,11/12/2008,Jeopardy!,SCIENCE,$200 ,"Each of these organs contains about 1 million nephrons, which filter blood",the kidneys
5563,11/12/2008,Jeopardy!,SCIENCE,$400 ,"(<a href=""http://www.j-archive.com/media/2008-11-12_J_17.wmv"">Jon of the Clue Crew sucks on a straw in a sealed-up bottle that has a marshmallow inside.</a>)  The marshmallow in the bottle will expand when I suck on the straw because this property inside the bottle will decrease",(air) pressure
5563,11/12/2008,Jeopardy!,SCIENCE,$600 ,"These were first seen in human cells in 1882; the exact number, 46, was determined in 1956",chromosomes
5563,11/12/2008,Jeopardy!,SCIENCE,$800 ,"(<a href=""http://www.j-archive.com/media/2008-11-12_J_19.wmv"">Jon of the Clue Crew pushes a straw into a cupcake, then extracts the result.</a>)  Using a cupcake & straw, we're approximating 1 of these 2-word scientific readings used in undersea & underground prospecting",core sampling
5563,11/12/2008,Jeopardy!,SCIENCE,"$1,000 ",In 1758 this Swedish biologist introduced binomial nomenclature,Linnaeus
498,11/5/1986,Double Jeopardy!,SCIENCE,$200 ,Poor amoebas! They reproduce by doing this,dividing (splitting in two)
498,11/5/1986,Double Jeopardy!,SCIENCE,$400 ,Vegetable dye that turns red in acid solutions & blue in alkaline solutions,litmus
498,11/5/1986,Double Jeopardy!,SCIENCE,$600 ,"Distilled from liquid air, this gas is used to produce a bright reddish light",neon
498,11/5/1986,Double Jeopardy!,SCIENCE,$800 ,"To cure Parkinson's, scientists are now trying cell grafts in this part of the body",brain
498,11/5/1986,Double Jeopardy!,SCIENCE,"$1,000 ","This British physician has been called the ""Father of Immunology""",(Edward) Jenner
3252,10/27/1998,Jeopardy!,SCIENCE,$100 ,The SO in SONAR stands for this word,Sound
3252,10/27/1998,Jeopardy!,SCIENCE,$200 ,This space station turned 10 in February 1996,Mir
3252,10/27/1998,Jeopardy!,SCIENCE,$300 ,In 1882 this inventor opened the Pearl Street Power Station in New York,Thomas Edison
3252,10/27/1998,Jeopardy!,SCIENCE,$400 ,"In a car's steering system, it's the geared wheel that moves the rack",Pinion
3252,10/27/1998,Jeopardy!,SCIENCE,$500 ,"To produce this metal using the Bayer Process, you begin with caustic soda & bauxite",Aluminum
2885,2/28/1997,Double Jeopardy!,SCIENCE,$200 ,"In 1857 James Clerk Maxwell concluded that its rings were made of small, unconnected particles",Saturn
2885,2/28/1997,Double Jeopardy!,SCIENCE,$400 ,"This ""project"" to develop a fission bomb was established in August 1942",The Manhattan Project
2885,2/28/1997,Double Jeopardy!,SCIENCE,$600 ,Lithium is the lightest element that occurs in this state of matter at room temperature,Solid
2885,2/28/1997,Double Jeopardy!,SCIENCE,$800 ,"For the radioactive isotope Actinium-227, it's 21.8 years",Half-life
2885,2/28/1997,Double Jeopardy!,SCIENCE,"$1,000 ",This British baron pioneered antiseptic surgery using carbolic acid for sterilization,Joseph Lister
739,11/19/1987,Jeopardy!,SCIENCE,$300 ,"After about eight weeks, a human embryo develops into this",a fetus
739,11/19/1987,Jeopardy!,SCIENCE,$400 ,"At about 63,000 ft. at normal body temperature, blood will do this",boil
739,11/19/1987,Jeopardy!,SCIENCE,$500 ,"Because they are never found in chemical compounds, the noble gases neon, argon & helium are called this",the inert gases
6004,10/21/2010,Double Jeopardy!,SCIENCE,$400 ,A hemodialyzer is a medical device known as an artificial this organ,a kidney
6004,10/21/2010,Double Jeopardy!,SCIENCE,$800 ,"(<a href=""http://www.j-archive.com/media/2010-10-21_DJ_07.wmv"">Sarah of the Clue Crew demonstrates.</a>) An egg sinks in tap water, but in saltwater, the egg gains this, defined as the upward force of a liquid on an object less dense than itself",buoyancy
6004,10/21/2010,Double Jeopardy!,SCIENCE,"$1,200 ",The second law of thermodynamics says that this will of its own accord only move to a colder object,heat
6004,10/21/2010,Double Jeopardy!,SCIENCE,"$1,600 ","(<a href=""http://www.j-archive.com/media/2010-10-21_DJ_09.wmv"">Kelly of the Clue Crew demonstrates.</a>)  When you press the nozzle of an aerosol can, the contents are pushed out by pressurized gas; the gas is called one of these, a general term for chemicals that create thrust",a propellant
6004,10/21/2010,Double Jeopardy!,SCIENCE,"$2,000 ",This division separates Saturn's rings & is named for the man who spotted them in 1675,the Cassini division
2236,5/2/1994,Jeopardy!,SCIENCE,$100 ,Formulated NaCl it's the chemical name for common table salt,sodium chloride
2236,5/2/1994,Jeopardy!,SCIENCE,$200 ,"Of the 3 basic states of matter, only this one, when unconfined, tends to expand indefinitely",gas
2236,5/2/1994,Jeopardy!,SCIENCE,$300 ,Term for the time it takes a radioactive substance to decay to 50% of its original quantity,half-life
2236,5/2/1994,Jeopardy!,SCIENCE,$400 ,In biological classification this comes between family & species,genus
2236,5/2/1994,Jeopardy!,SCIENCE,$500 ,"On the Fahrenheit scale, the freezing point of water is 32° & the boiling point is this",212° Fahrenheit
3580,3/10/2000,Jeopardy!,SCIENCE,$100 ,"In biology it's a finger; in math, a figure like 1",a digit
3580,3/10/2000,Jeopardy!,SCIENCE,$200 ,"A free-falling body accelerates at a rate of about 1 g, g coming from this word",gravity
3580,3/10/2000,Jeopardy!,SCIENCE,$300 ,"Pre-Y1K scientists figured this organ gave out light; they were, of course, wrong",eye
3580,3/10/2000,Jeopardy!,SCIENCE,$400 ,"These in the skies of Albuquerque on October 3, 1999 were a fine example of Charles' Law in action",hot air balloons
3580,3/10/2000,Jeopardy!,SCIENCE,$500 ,"The 5-kingdom system is made up of animals, bacteria, plants, protists & these",fungi
4812,7/5/2005,Double Jeopardy!,SCIENCE,$400 ,A deuterium atom is a hydrogen atom that has this keeping its proton company in the nucleus,a neutron
4812,7/5/2005,Double Jeopardy!,SCIENCE,$800 ,"This largest nerve in the body arises in the sacral plexus, leaves the pelvis & runs down the thigh",the sciatic
4812,7/5/2005,Double Jeopardy!,SCIENCE,"$1,200 ",Bears appeared during this epoch right before the Pliocene,the Miocene
4812,7/5/2005,Double Jeopardy!,SCIENCE,"$1,600 ","(<a href=""http://www.j-archive.com/media/2005-07-05_DJ_06.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from a classroom.</a>)  Meaning not at a right angle, it can refer to slanting abdominal muscles, or a geometric angle like this",oblique
4812,7/5/2005,Double Jeopardy!,SCIENCE,"$2,000 ",It equals mass divided by volume & is often expressed in pounds per cubic foot,density
4185,11/8/2002,Jeopardy!,SCIENCE,$200 ,"His 1905 paper ""On the Electrodynamics of Moving Bodies"" contained his special Theory of Relativity",Albert Einstein
4185,11/8/2002,Jeopardy!,SCIENCE,$400 ,In 1935 the daughter of this famed pair won a Nobel Prize for the discovery of artificial radioactivity,Pierre & Marie Curie
4185,11/8/2002,Jeopardy!,SCIENCE,$600 ,"(Hi, I'm Nobel laureate Rudy Marcus)  It's the chemical formula for dry ice",CO2
4185,11/8/2002,Jeopardy!,SCIENCE,$800 ,The term geotropism refers to the effect that this has on the direction plants grow or bend,gravity/the Earth
4185,11/8/2002,Jeopardy!,SCIENCE,"$1,000 ","In the Arctic, some of these organisms consisting of an alga & a fungus may be 4,000 years old",lichens
306,11/11/1985,Double Jeopardy!,SCIENCE,$200 ,Behaviorists & dogs drool over the work of this Russian physiologist,Pavlov
306,11/11/1985,Double Jeopardy!,SCIENCE,$400 ,"Though pleasant to kiss under, this plant is poisonous to eat",mistletoe
306,11/11/1985,Double Jeopardy!,SCIENCE,$600 ,Cryobiologists are interested in doing this to living matter to preserve it for future use,freezing
2980,7/11/1997,Double Jeopardy!,SCIENCE,$200 ,In a month an observer can see 59% of this heavenly body's surface,Moon
2980,7/11/1997,Double Jeopardy!,SCIENCE,$400 ,In 1996 scientists mapped a large lake on this continent covered by over 2 miles of ice,Antarctica
2980,7/11/1997,Double Jeopardy!,SCIENCE,$600 ,"When a seed germinates, its radicle breaks out & grows downward to become this part of the plant",Root
2980,7/11/1997,Double Jeopardy!,SCIENCE,$800 ,"Common types of these organisms combining algae & fungi can be fructose, foliose or crustose",Lichens
2980,7/11/1997,Double Jeopardy!,SCIENCE,"$1,000 ",It's an insoluble solid that separates from a solution,Chemical precipitation
2130,12/3/1993,Jeopardy!,SCIENCE,$100 ,In breathing it's the gas you expel to the atmosphere,Carbon Dioxide
2130,12/3/1993,Jeopardy!,SCIENCE,$200 ,Erosion from these created fjords & drumlins,glaciers
2130,12/3/1993,Jeopardy!,SCIENCE,$300 ,Scientist John Dalton suffered from the red-green type of this,Colorblindness
2130,12/3/1993,Jeopardy!,SCIENCE,$400 ,The surfaces of this type of element can be anodized,Metal
2130,12/3/1993,Jeopardy!,SCIENCE,$500 ,"He discovered that if nitroglycerin was absorbed by an inert substance, it wouldn't explode from shock",Alfred Nobel
6077,2/1/2011,Double Jeopardy!,SCIENCE,$400 ,"In November 2009 science news, a NASA probe found water here, & not a little bit, either",the Moon
6077,2/1/2011,Double Jeopardy!,SCIENCE,$800 ,"(<a href=""http://www.j-archive.com/media/2011-02-01_DJ_02.wmv"">Sarah of the Clue Crew demonstrates.</a>)  The flame appears to be underwater, but actually the water is cooling the candle's outer layer, preventing the wax from burning, because it can't do this, from the Latin for ""to disperse to vapor""",evaporate
6077,2/1/2011,Double Jeopardy!,SCIENCE,"$1,200 ","About 65% of iron in humans is in the form of this, which transports molecular oxygen from the lungs through the body",hemoglobin
6077,2/1/2011,Double Jeopardy!,SCIENCE,"$2,000 ","(<a href=""http://www.j-archive.com/media/2011-02-01_DJ_04.wmv"">Kelly of the Clue Crew demonstrates.</a>)  The keys weigh much more than the paper clips and fall to the ground, but a pencil acts as this support, pulling the clips sideways, where gravity & friction stop the keys' descent",a fulcrum
6077,2/1/2011,Double Jeopardy!,SCIENCE,"$2,000 ",It's the largest number in the Fibonacci sequence that's also a day in a month,21
